work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;employee_residence;remote_ratio;company_location;company_size
2023;SE;FT;Data Analyst;120000;USD;120000;US;100;US;M
2023;MI;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;MI;FT;Data Scientist;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Scientist;120000;USD;120000;US;0;US;M
2023;MI;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;MI;FT;Data Engineer;120000;USD;120000;US;100;US;M
2023;MI;FT;Data Analyst;120000;USD;120000;US;100;US;M
2023;MI;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;MI;FT;Data Analyst;120000;USD;120000;US;0;US;M
2023;MI;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;MI;FT;Data Scientist;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Scientist;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Scientist;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Scientist;120000;USD;120000;CA;0;CA;M
2023;SE;FT;Data Analyst;120250;USD;120250;US;100;US;M
2023;SE;FT;Data Analyst;120250;USD;120250;US;100;US;M
2023;SE;FT;Data Scientist;120250;USD;120250;GB;0;GB;M
2023;MI;FT;Data Analyst;121500;USD;121500;US;0;US;M
2023;SE;FT;Data Engineer;121500;USD;121500;US;100;US;M
2023;SE;FT;Data Analyst;121600;USD;121600;US;100;US;M
2023;SE;FT;Data Analyst;121700;USD;121700;US;0;US;M
2023;SE;FT;Data Analyst;121700;USD;121700;US;0;US;M
2023;SE;FT;Data Analyst;121700;USD;121700;US;0;US;M
2023;SE;FT;Data Analyst;121904;USD;121904;US;0;US;M
2023;SE;FT;Data Scientist;122000;USD;122000;US;0;US;M
2023;SE;FT;Data Scientist;122000;USD;122000;US;0;US;M
2023;SE;FT;Data Analyst;122000;USD;122000;US;100;US;M
2023;SE;FT;Data Analyst;122000;USD;122000;US;0;US;M
2023;SE;FT;Data Engineer;122000;USD;122000;US;0;US;M
2023;SE;FT;Data Scientist;122700;USD;122700;US;0;US;M
2023;SE;FT;Data Scientist;122900;USD;122900;US;0;US;L
2023;SE;FT;Data Engineer;123600;USD;123600;US;100;US;M
2023;SE;FT;Data Engineer;123700;USD;123700;US;0;US;L
2023;SE;FT;Data Engineer;123700;USD;123700;US;0;US;L
2023;SE;FT;Data Scientist;123900;USD;123900;US;100;US;M
2023;MI;FT;Data Analyst;124000;USD;124000;US;0;US;M
2023;EN;FT;Data Scientist;124234;USD;124234;US;0;US;M
2023;SE;FT;Data Engineer;124500;USD;124500;US;0;US;M
2023;SE;FT;Data Engineer;124740;USD;124740;US;0;US;M
2023;SE;FT;Data Engineer;124740;USD;124740;US;0;US;M
2023;SE;FT;Data Analyst;125000;USD;125000;US;100;US;M
2023;MI;FT;Data Engineer;125000;USD;125000;US;0;US;M
2023;EN;FT;Data Engineer;125000;USD;125000;US;0;US;M
2023;EN;FT;Data Engineer;125000;USD;125000;US;0;US;M
2023;SE;FT;Data Analyst;125000;USD;125000;US;0;US;M
2023;MI;FT;Data Engineer;125000;USD;125000;US;0;US;M
2023;SE;FT;Data Analyst;125000;USD;125000;US;0;US;M
2023;SE;FT;Data Analyst;125000;USD;125000;US;100;US;M
2023;MI;FT;Data Engineer;125000;USD;125000;US;0;US;M
2023;MI;FT;Data Analyst;125000;USD;125000;US;0;US;M
2023;SE;FT;Data Analyst;125000;USD;125000;US;0;US;M
2023;SE;FT;Data Analyst;125600;USD;125600;US;0;US;M
2023;SE;FT;Data Analyst;125600;USD;125600;US;100;US;M
2023;SE;FT;Data Engineer;126000;USD;126000;US;0;US;M
2023;SE;FT;Data Scientist;126000;USD;126000;US;0;US;M
2023;SE;FT;Data Engineer;126000;USD;126000;US;0;US;M
2023;SE;FT;Data Engineer;126000;USD;126000;US;0;US;M
2023;SE;FT;Data Engineer;126000;USD;126000;US;0;US;M
2023;SE;FT;Data Engineer;126000;USD;126000;US;0;US;M
2023;SE;FT;Data Scientist;126500;USD;126500;US;0;US;M
2023;SE;FT;Data Analyst;127000;USD;127000;US;100;US;M
2023;SE;FT;Data Analyst;127075;USD;127075;US;100;US;M
2023;SE;FT;Data Engineer;128000;USD;128000;US;0;US;M
2023;SE;FT;Data Analyst;128000;USD;128000;US;0;US;M
2023;SE;FT;Data Engineer;128000;USD;128000;US;0;US;M
2023;MI;FT;Data Analyst;128000;USD;128000;US;0;US;M
2023;SE;FT;Data Engineer;128000;USD;128000;US;0;US;M
2023;SE;FT;Data Engineer;128000;USD;128000;US;100;US;M
2023;SE;FT;Data Analyst;128500;USD;128500;US;0;US;M
2023;MI;FT;Data Scientist;128750;USD;128750;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129000;USD;129000;US;0;US;M
2023;SE;FT;Data Engineer;129300;USD;129300;US;0;US;M
2023;SE;FT;Data Scientist;129300;USD;129300;US;0;US;M
2023;SE;FT;Data Scientist;129300;USD;129300;US;0;US;M
2023;SE;FT;Data Scientist;129300;USD;129300;US;0;US;M
2023;SE;FT;Data Engineer;129300;USD;129300;US;0;US;M
2023;SE;FT;Data Scientist;129300;USD;129300;US;0;US;M
2023;SE;FT;Data Scientist;129300;USD;129300;US;0;US;M
2023;SE;FT;Data Engineer;129300;USD;129300;US;0;US;M
2023;SE;FT;Data Scientist;129300;USD;129300;US;0;US;M
2023;SE;FT;Data Analyst;130000;USD;130000;US;100;US;M
2023;MI;FT;Data Engineer;130000;USD;130000;US;0;US;M
2023;MI;FT;Data Engineer;130000;USD;130000;US;0;US;M
2023;MI;FT;Data Engineer;130000;USD;130000;US;0;US;M
2023;SE;FT;Data Engineer;130000;USD;130000;US;0;US;M
2023;SE;FT;Data Engineer;130000;USD;130000;US;100;US;M
2023;SE;FT;Data Engineer;130000;USD;130000;US;100;US;M
2023;MI;FT;Data Analyst;130000;USD;130000;US;0;US;M
2023;MI;FT;Data Engineer;130000;USD;130000;US;0;US;M
2023;SE;FT;Data Engineer;130000;USD;130000;US;100;US;M
2023;MI;FT;Data Analyst;130000;USD;130000;CA;100;CA;M
2023;SE;FT;Data Engineer;130000;USD;130000;US;100;US;M
2023;SE;FT;Data Engineer;130000;USD;130000;US;100;US;M
2023;SE;FT;Data Analyst;130000;USD;130000;US;100;US;M
2023;SE;FT;Data Engineer;130000;USD;130000;US;0;US;M
2023;MI;FT;Data Engineer;130000;USD;130000;US;0;US;M
2023;MI;FT;Data Analyst;130000;USD;130000;US;0;US;M
2023;SE;FT;Data Analyst;130000;USD;130000;US;100;US;M
2023;SE;FT;Data Engineer;130000;USD;130000;US;100;US;M
2023;SE;FT;Data Engineer;130000;USD;130000;US;0;US;M
2023;MI;FT;Data Engineer;130000;USD;130000;US;0;US;M
2023;SE;FT;Data Scientist;130000;USD;130000;US;100;US;M
2023;SE;FT;Data Engineer;130000;USD;130000;US;0;US;M
2023;SE;FT;Data Scientist;130000;USD;130000;US;100;US;M
2023;SE;FT;Data Analyst;130000;USD;130000;US;100;US;M
2023;MI;FT;Data Scientist;130000;USD;130000;US;0;US;M
2023;EN;FT;Data Scientist;130001;USD;130001;US;100;US;M
2023;SE;FT;Data Scientist;132000;USD;132000;US;100;US;M
2023;SE;FT;Data Engineer;132300;USD;132300;US;0;US;M
2023;SE;FT;Data Engineer;132300;USD;132300;US;0;US;M
2023;SE;FT;Data Engineer;132300;USD;132300;US;0;US;M
2023;SE;FT;Data Scientist;133200;USD;133200;US;100;US;M
2023;SE;FT;Data Engineer;133300;USD;133300;US;0;US;M
2023;SE;FT;Data Engineer;133300;USD;133300;US;0;US;M
2023;SE;FT;Data Engineer;133300;USD;133300;US;0;US;M
2023;SE;FT;Data Engineer;133300;USD;133300;US;0;US;M
2023;SE;FT;Data Engineer;133300;USD;133300;US;0;US;M
2023;SE;FT;Data Engineer;133800;USD;133800;US;0;US;M
2023;SE;FT;Data Engineer;133800;USD;133800;US;100;US;M
2023;SE;FT;Data Engineer;133832;USD;133832;US;0;US;M
2023;SE;FT;Data Scientist;134000;USD;134000;US;0;US;M
2023;SE;FT;Data Scientist;134000;USD;134000;US;0;US;M
2023;SE;FT;Data Scientist;134024;USD;134024;US;0;US;M
2023;SE;FT;Data Scientist;134236;USD;134236;US;0;US;M
2023;SE;FT;Data Analyst;135000;USD;135000;US;0;US;M
2023;SE;FT;Data Scientist;135000;USD;135000;US;0;US;M
2023;SE;FT;Data Analyst;135000;USD;135000;CA;100;CA;M
2023;SE;FT;Data Analyst;135000;USD;135000;US;0;US;M
2023;SE;FT;Data Scientist;135000;USD;135000;US;0;US;M
2023;SE;FT;Data Analyst;135000;USD;135000;US;0;US;M
2023;SE;FT;Data Engineer;135000;USD;135000;US;100;US;M
2023;SE;FT;Data Scientist;135000;USD;135000;US;100;US;M
2023;EN;FT;Data Engineer;135000;USD;135000;US;0;US;M
2023;EN;FT;Data Engineer;135000;USD;135000;US;0;US;M
2023;MI;FT;Data Analyst;135000;USD;135000;US;0;US;M
2023;SE;FT;Data Engineer;135000;USD;135000;US;100;US;M
2023;SE;FT;Data Scientist;135000;USD;135000;US;100;US;M
2023;EN;FT;Data Engineer;135000;USD;135000;US;0;US;M
2023;EN;FT;Data Engineer;135000;USD;135000;US;0;US;M
2023;SE;FT;Data Scientist;136000;USD;136000;US;0;US;M
2023;SE;FT;Data Scientist;136000;USD;136000;US;100;US;M
2023;SE;FT;Data Scientist;136000;USD;136000;US;100;US;M
2023;SE;FT;Data Scientist;136000;USD;136000;US;100;US;M
2023;SE;FT;Data Engineer;137500;USD;137500;US;100;US;M
2023;SE;FT;Data Engineer;137500;USD;137500;US;0;US;M
2023;SE;FT;Data Analyst;137500;USD;137500;US;0;US;M
2023;SE;FT;Data Analyst;138000;USD;138000;US;100;US;M
2023;SE;FT;Data Engineer;138750;USD;138750;US;100;US;M
2023;SE;FT;Data Scientist;138784;USD;138784;US;100;US;M
2023;SE;FT;Data Analyst;138900;USD;138900;US;0;US;M
2023;SE;FT;Data Engineer;139000;USD;139000;US;100;US;M
2023;SE;FT;Data Analyst;139000;USD;139000;US;0;US;M
2023;SE;FT;Data Scientist;139000;USD;139000;US;100;US;M
2023;SE;FT;Data Engineer;139500;USD;139500;US;0;US;M
2023;SE;FT;Data Engineer;139500;USD;139500;US;0;US;M
2023;SE;FT;Data Engineer;139500;USD;139500;US;0;US;M
2023;SE;FT;Data Engineer;139500;USD;139500;US;0;US;M
2023;SE;FT;Data Scientist;139500;USD;139500;US;0;US;M
2023;SE;FT;Data Engineer;139500;USD;139500;US;0;US;M
2023;SE;FT;Data Engineer;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Engineer;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Analyst;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Engineer;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Scientist;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Analyst;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Scientist;140000;USD;140000;US;100;US;M
2023;MI;FT;Data Scientist;140000;USD;140000;US;100;US;M
2023;MI;FT;Data Engineer;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Analyst;140000;USD;140000;US;100;US;M
2023;MI;FT;Data Engineer;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Scientist;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Engineer;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Engineer;140000;USD;140000;US;0;US;M
2023;MI;FT;Data Engineer;140000;USD;140000;US;0;US;M
2023;MI;FT;Data Engineer;140000;USD;140000;US;100;US;M
2023;SE;FT;Data Analyst;140000;USD;140000;US;100;US;M
2023;SE;FT;Data Engineer;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Scientist;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Scientist;140000;USD;140000;US;100;US;M
2023;SE;FT;Data Scientist;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Scientist;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Scientist;140000;USD;140000;US;0;US;M
2023;SE;FT;Data Scientist;140800;USD;140800;US;0;US;M
2023;SE;FT;Data Scientist;141000;USD;141000;CA;0;CA;M
2023;SE;FT;Data Analyst;141290;USD;141290;US;0;US;M
2023;SE;FT;Data Engineer;141600;USD;141600;US;100;US;M
2023;SE;FT;Data Engineer;141600;USD;141600;US;0;US;M
2023;SE;FT;Data Analyst;142000;USD;142000;US;100;US;M
2023;SE;FT;Data Analyst;142000;USD;142000;US;100;US;M
2023;MI;FT;Data Analyst;143000;USD;143000;US;0;US;M
2023;SE;FT;Data Scientist;143100;USD;143100;CA;0;CA;M
2023;MI;FT;Data Engineer;143865;USD;143865;US;0;US;M
2023;SE;FT;Data Engineer;144000;USD;144000;US;100;US;M
2023;SE;FT;Data Scientist;144000;USD;144000;US;100;US;M
2023;SE;FT;Data Analyst;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;EX;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Scientist;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Scientist;145000;USD;145000;US;100;US;M
2023;SE;FT;Data Scientist;145000;USD;145000;US;100;US;M
2023;SE;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;EX;FT;Data Scientist;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Scientist;145000;USD;145000;US;100;US;M
2023;SE;FT;Data Scientist;145000;USD;145000;US;100;US;M
2023;SE;FT;Data Analyst;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;EX;FT;Data Scientist;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Engineer;145000;USD;145000;CA;100;CA;M
2023;SE;FT;Data Scientist;145000;USD;145000;US;100;US;M
2023;MI;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;MI;FT;Data Scientist;145000;USD;145000;US;0;US;M
2023;MI;FT;Data Scientist;145000;USD;145000;US;0;US;M
2023;EX;FT;Data Scientist;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Analyst;145000;USD;145000;US;0;US;M
2023;MI;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Analyst;145000;USD;145000;US;100;US;M
2023;SE;FT;Data Scientist;145000;USD;145000;US;100;US;M
2023;SE;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;EX;FT;Data Engineer;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Analyst;145000;USD;145000;US;0;US;M
2023;SE;FT;Data Scientist;145000;USD;145000;US;100;US;M
2023;SE;FT;Data Scientist;145000;USD;145000;US;100;US;M
2023;SE;FT;Data Analyst;145000;USD;145000;US;100;US;M
2023;SE;FT;Data Engineer;146000;USD;146000;US;0;US;M
2023;MI;FT;Data Engineer;146000;USD;146000;US;0;US;M
2023;SE;FT;Data Engineer;146000;USD;146000;US;0;US;M
2023;MI;FT;Data Engineer;146000;USD;146000;US;0;US;M
2023;SE;FT;Data Engineer;146000;USD;146000;US;100;US;M
2023;SE;FT;Data Engineer;146000;USD;146000;US;100;US;M
2023;SE;FT;Data Scientist;146000;USD;146000;US;0;US;M
2023;SE;FT;Data Engineer;146115;USD;146115;US;100;US;M
2023;SE;FT;Data Engineer;147000;USD;147000;US;0;US;M
2023;SE;FT;Data Scientist;147100;USD;147100;US;0;US;M
2023;SE;FT;Data Engineer;147100;USD;147100;US;0;US;M
2023;SE;FT;Data Scientist;147100;USD;147100;US;0;US;M
2023;SE;FT;Data Analyst;148500;USD;148500;US;0;US;M
2023;SE;FT;Data Analyst;148700;USD;148700;US;0;US;M
2023;SE;FT;Data Scientist;148750;USD;148750;US;0;US;M
2023;SE;FT;Data Scientist;148750;USD;148750;US;0;US;M
2023;SE;FT;Data Scientist;149076;USD;149076;US;0;US;M
2023;SE;FT;Data Scientist;149076;USD;149076;US;0;US;M
2023;SE;FT;Data Scientist;149076;USD;149076;US;0;US;M
2023;SE;FT;Data Analyst;149500;USD;149500;US;100;US;M
2023;MI;FT;Data Engineer;149600;USD;149600;US;0;US;M
2023;MI;FT;Data Engineer;149600;USD;149600;US;0;US;M
2023;SE;FT;Data Scientist;150000;USD;150000;US;0;US;M
2023;MI;FT;Data Analyst;150000;USD;150000;US;100;US;M
2023;SE;FT;Data Scientist;150000;USD;150000;US;0;US;M
2023;SE;FT;Data Engineer;150000;USD;150000;US;100;US;M
2023;SE;FT;Data Engineer;150000;USD;150000;US;0;US;M
2023;SE;FT;Data Engineer;150000;USD;150000;US;0;US;M
2023;SE;FT;Data Engineer;150000;USD;150000;US;0;US;M
2023;MI;FT;Data Scientist;150000;USD;150000;US;100;US;M
2023;EN;FT;Data Analyst;150000;USD;150000;US;0;US;M
2023;MI;FT;Data Scientist;150000;USD;150000;US;100;US;M
2023;SE;FT;Data Scientist;150000;USD;150000;US;0;US;M
2023;SE;FT;Data Engineer;150000;USD;150000;US;100;US;M
2023;MI;FT;Data Analyst;150000;USD;150000;US;0;US;M
2023;SE;FT;Data Scientist;150000;USD;150000;US;0;US;M
2023;MI;FT;Data Analyst;150000;USD;150000;US;0;US;M
2023;SE;FT;Data Engineer;150000;USD;150000;US;100;US;M
2023;MI;FT;Data Engineer;150000;USD;150000;US;0;US;M
2023;SE;FT;Data Scientist;150000;USD;150000;US;0;US;M
2023;MI;FT;Data Analyst;150000;USD;150000;US;0;US;M
2023;SE;FT;Data Engineer;150000;USD;150000;US;100;US;M
2023;MI;FT;Data Analyst;150000;USD;150000;US;0;US;M
2023;EX;FT;Data Engineer;150900;USD;150900;US;0;US;M
2023;MI;FT;Data Engineer;151000;USD;151000;US;0;US;M
2023;MI;FT;Data Scientist;151410;USD;151410;US;100;US;M
2023;SE;FT;Data Scientist;152000;USD;152000;US;0;US;M
2023;SE;FT;Data Scientist;152000;USD;152000;US;0;US;M
2023;SE;FT;Data Analyst;152380;USD;152380;US;0;US;M
2023;SE;FT;Data Engineer;153000;USD;153000;CA;100;CA;M
2023;SE;FT;Data Scientist;153300;USD;153300;US;0;US;M
2023;SE;FT;Data Scientist;153400;USD;153400;US;0;US;M
2023;SE;FT;Data Analyst;153600;USD;153600;US;0;US;M
2023;SE;FT;Data Analyst;153600;USD;153600;US;0;US;M
2023;SE;FT;Data Engineer;153600;USD;153600;US;100;US;M
2023;SE;FT;Data Analyst;153600;USD;153600;US;0;US;M
2023;SE;FT;Data Engineer;153600;USD;153600;US;100;US;M
2023;SE;FT;Data Analyst;153600;USD;153600;US;0;US;M
2023;SE;FT;Data Engineer;153600;USD;153600;US;0;US;M
2023;SE;FT;Data Engineer;153600;USD;153600;US;0;US;M
2023;SE;FT;Data Analyst;153600;USD;153600;US;0;US;M
2023;SE;FT;Data Analyst;153600;USD;153600;US;0;US;M
2023;SE;FT;Data Analyst;153600;USD;153600;US;0;US;M
2023;SE;FT;Data Scientist;154000;USD;154000;US;0;US;M
2023;MI;FT;Data Analyst;154000;USD;154000;US;0;US;M
2023;MI;FT;Data Engineer;154000;USD;154000;US;0;US;M
2023;SE;FT;Data Engineer;154000;USD;154000;US;0;US;M
2023;SE;FT;Data Scientist;154600;USD;154600;US;100;US;M
2023;SE;FT;Data Engineer;155000;USD;155000;US;0;US;M
2023;SE;FT;Data Scientist;155000;USD;155000;US;0;US;M
2023;SE;FT;Data Analyst;155000;USD;155000;US;0;US;M
2023;SE;FT;Data Scientist;155000;USD;155000;US;0;US;M
2023;SE;FT;Data Analyst;155000;USD;155000;US;100;US;M
2023;SE;FT;Data Scientist;156000;USD;156000;US;100;US;M
2023;SE;FT;Data Scientist;156400;USD;156400;US;0;US;M
2023;SE;FT;Data Scientist;156400;USD;156400;US;0;US;M
2023;SE;FT;Data Scientist;156400;USD;156400;US;100;US;M
2023;SE;FT;Data Scientist;156400;USD;156400;US;100;US;M
2023;SE;FT;Data Scientist;156400;USD;156400;US;0;US;M
2023;SE;FT;Data Scientist;156400;USD;156400;US;100;US;M
2023;SE;FT;Data Scientist;156400;USD;156400;US;0;US;M
2023;SE;FT;Data Scientist;157750;USD;157750;US;100;US;M
2023;SE;FT;Data Scientist;158677;USD;158677;US;100;US;M
2023;SE;FT;Data Scientist;159832;USD;159832;US;0;US;M
2023;SE;FT;Data Scientist;159832;USD;159832;US;0;US;M
2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;CA;100;CA;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;MI;FT;Data Analyst;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;SE;FT;Data Scientist;160000;USD;160000;US;100;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Analyst;160000;USD;160000;US;100;US;M
2023;MI;FT;Data Analyst;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;SE;FT;Data Analyst;160000;USD;160000;US;100;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Scientist;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Engineer;160000;USD;160000;US;100;US;M
2023;EN;FT;Data Engineer;160000;USD;160000;US;0;US;M
2023;SE;FT;Data Analyst;161500;USD;161500;US;100;US;M
2023;SE;FT;Data Engineer;161800;USD;161800;US;100;US;M
2023;SE;FT;Data Engineer;161800;USD;161800;US;0;US;M
2023;SE;FT;Data Scientist;162000;USD;162000;US;0;US;M
2023;SE;FT;Data Engineer;162000;USD;162000;US;0;US;M
2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M
2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M
2023;SE;FT;Data Scientist;162500;USD;162500;US;0;US;M
2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M
2023;SE;FT;Data Engineer;162500;USD;162500;US;100;US;M
2023;SE;FT;Data Engineer;162500;USD;162500;US;100;US;M
2023;SE;FT;Data Scientist;162500;USD;162500;US;0;US;M
2023;MI;FT;Data Engineer;162500;USD;162500;US;0;US;M
2023;SE;FT;Data Engineer;163625;USD;163625;US;100;US;M
2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M
2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M
2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M
2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M
2023;SE;FT;Data Engineer;163800;USD;163800;US;0;US;M
2023;SE;FT;Data Engineer;165000;USD;165000;US;0;US;M
2023;SE;FT;Data Scientist;165000;USD;165000;US;0;US;M
2023;SE;FT;Data Engineer;165000;USD;165000;US;0;US;M
2023;SE;FT;Data Engineer;165000;USD;165000;US;100;US;M
2023;SE;FT;Data Analyst;165000;USD;165000;US;100;US;M
2023;SE;FT;Data Engineer;165000;USD;165000;US;0;US;M
2023;SE;FT;Data Analyst;165000;USD;165000;US;100;US;M
2023;SE;FT;Data Analyst;165000;USD;165000;US;100;US;M
2023;MI;FT;Data Analyst;165000;USD;165000;US;0;US;M
2023;SE;FT;Data Scientist;165000;USD;165000;US;100;US;M
2023;SE;FT;Data Engineer;165000;USD;165000;US;100;US;M
2023;SE;FT;Data Scientist;165000;USD;165000;US;0;US;M
2023;MI;FT;Data Scientist;165000;USD;165000;US;0;US;M
2023;SE;FT;Data Engineer;166000;USD;166000;US;100;US;M
2023;SE;FT;Data Engineer;166000;USD;166000;US;100;US;M
2023;SE;FT;Data Engineer;167200;USD;167200;US;100;US;M
2023;SE;FT;Data Engineer;167500;USD;167500;US;0;US;M
2023;EX;FT;Data Engineer;167500;USD;167500;US;0;US;M
2023;SE;FT;Data Engineer;167500;USD;167500;US;0;US;M
2023;SE;FT;Data Engineer;167580;USD;167580;US;0;US;M
2023;SE;FT;Data Engineer;167580;USD;167580;US;0;US;M
2023;SE;FT;Data Scientist;168000;USD;168000;US;100;US;M
2023;SE;FT;Data Analyst;168400;USD;168400;US;0;US;M
2023;SE;FT;Data Engineer;168400;USD;168400;US;0;US;M
2023;SE;FT;Data Scientist;168400;USD;168400;US;0;US;M
2023;SE;FT;Data Analyst;169000;USD;169000;US;0;US;M
2023;SE;FT;Data Analyst;169000;USD;169000;US;0;US;M
2023;SE;FT;Data Analyst;169000;USD;169000;US;0;US;M
2023;SE;FT;Data Scientist;170000;USD;170000;US;0;US;M
2023;SE;FT;Data Scientist;170000;USD;170000;US;0;US;M
2023;SE;FT;Data Scientist;170000;USD;170000;US;0;US;M
2023;SE;FT;Data Scientist;170000;USD;170000;US;100;US;M
2023;SE;FT;Data Scientist;170000;USD;170000;US;0;US;M
2023;SE;FT;Data Scientist;170000;USD;170000;US;100;US;M
2023;SE;FT;Data Engineer;170000;USD;170000;US;0;US;M
2023;SE;FT;Data Engineer;170000;USD;170000;US;0;US;M
2023;MI;FT;Data Scientist;170000;USD;170000;US;0;US;M
2023;SE;FT;Data Scientist;170000;USD;170000;US;100;US;M
2023;SE;FT;Data Engineer;170000;USD;170000;US;0;US;M
2023;SE;FT;Data Engineer;170000;USD;170000;US;0;US;M
2023;SE;FT;Data Engineer;170000;USD;170000;US;100;US;M
2023;SE;FT;Data Engineer;170000;USD;170000;US;100;US;M
2023;SE;FT;Data Engineer;170000;USD;170000;US;100;US;M
